case_id,fir_number,case_type,crime_category,crime_subcategory,ipc_section,registration_date,incident_date,incident_time,police_station_id,district,city,state,latitude,longitude,case_status,severity,investigating_officer_id,source,description
C009920,PUNE/FIR/2022/09920,Preliminary Inquiry,Forgery,Using forged document,IPC 471,2022-08-18,2022-08-10,16:21:00,PS_VISHRANTWADI,Pune,Pune,Maharashtra,18.567571,73.889539,Under Investigation,High,IO0242,SYNTH_CASE_DB,Synthetic using forged document case recorded for the Vishrantwadi area. Severity classification: High.
C009921,PUNE/FIR/2019/09921,FIR,Threat,Criminal intimidation,IPC 506,2019-01-31,2019-01-17,18:00:00,PS_WAKAD,Pune,Pune,Maharashtra,18.599504,73.758852,Chargesheeted,Medium,IO0198,SYNTH_FIR_DB,Synthetic criminal intimidation case recorded for the Wakad area. Severity classification: Medium.
C009922,PUNE/FIR/2020/09922,Complaint,Burglary,House-breaking / house-trespass,IPC 454,2018-01-15,2018-01-06,15:41:00,PS_VIMAN_NAGAR,Pune,Pune,Maharashtra,18.561299,73.918541,Solved,High,IO0019,SYNTH_CASE_DB,Synthetic house-breaking / house-trespass case recorded for the Viman Nagar area. Severity classification: High.
C009923,PUNE/FIR/2024/09923,FIR,Property,Mischief causing damage,IPC 427,2020-06-28,2020-06-23,16:44:00,PS_YERAWADA,Pune,Pune,Maharashtra,18.555988,73.886963,Chargesheeted,High,IO0031,SYNTH_CASE_DB,Synthetic mischief causing damage case recorded for the Yerawada area. Severity classification: High.
C009924,PUNE/FIR/2023/09924,FIR,Cyber Crime,Cheating by personation / cyber fraud,IPC 419/420,2019-10-30,2019-10-23,09:12:00,PS_AUNDH,Pune,Pune,Maharashtra,18.549026,73.815749,Pending,Critical,IO0165,SYNTH_CASE_DB,Synthetic cheating by personation / cyber fraud case recorded for the Aundh area. Severity classification: Critical.
C009925,PUNE/FIR/2021/09925,FIR,Fraud,Cheating,IPC 420,2024-03-10,2024-03-10,09:27:00,PS_KOTHRUD,Pune,Pune,Maharashtra,18.516632,73.797608,Under Investigation,High,IO0121,SYNTH_FIR_DB,Synthetic cheating case recorded for the Kothrud area. Severity classification: High.
C009926,PUNE/FIR/2021/09926,FIR,Theft,Theft of property,IPC 379,2023-07-05,2023-06-21,00:39:00,PS_KATRAJ,Pune,Pune,Maharashtra,18.444422,73.869129,Closed,High,IO0065,SYNTH_FIR_DB,Synthetic theft of property case recorded for the Katraj area. Severity classification: High.
C009927,PUNE/FIR/2021/09927,FIR,Fraud,Cheating,IPC 420,2020-09-04,2020-08-24,15:23:00,PS_BHOSARI,Pune,Pune,Maharashtra,18.634183,73.856164,Under Investigation,High,IO0017,SYNTH_FIELD_REPORT,Synthetic cheating case recorded for the Bhosari area. Severity classification: High.
C009928,PUNE/FIR/2021/09928,Complaint,Theft,Theft of property,IPC 379,2020-03-15,2020-03-04,18:51:00,PS_KATRAJ,Pune,Pune,Maharashtra,18.464727,73.869537,Closed,Medium,IO0028,SYNTH_COURT_LINK,Synthetic theft of property case recorded for the Katraj area. Severity classification: Medium.
C009929,PUNE/FIR/2021/09929,FIR,Burglary,House-breaking / house-trespass,IPC 454,2018-10-08,2018-10-06,09:57:00,PS_HADAPSAR,Pune,Pune,Maharashtra,18.514338,73.922248,Under Investigation,High,IO0251,SYNTH_CASE_DB,Synthetic house-breaking / house-trespass case recorded for the Hadapsar area. Severity classification: High.
C009930,PUNE/FIR/2024/09930,FIR,Robbery,Robbery,IPC 392,2018-08-23,2018-08-11,18:10:00,PS_SHIVAJINAGAR,Pune,Pune,Maharashtra,18.529705,73.835015,Solved,High,IO0075,SYNTH_FIELD_REPORT,Synthetic robbery case recorded for the Shivajinagar area. Severity classification: High.
C009931,PUNE/FIR/2018/09931,FIR,Assault,Voluntarily causing hurt,IPC 323,2024-06-30,2024-06-30,14:56:00,PS_VISHRANTWADI,Pune,Pune,Maharashtra,18.57416,73.878574,Under Investigation,Medium,IO0031,SYNTH_LEGACY_DB,Synthetic voluntarily causing hurt case recorded for the Vishrantwadi area. Severity classification: Medium.
C009932,PUNE/FIR/2018/09932,FIR,Burglary,House-breaking / house-trespass,IPC 454,2019-11-05,2019-10-23,23:00:00,PS_KONDHWA,Pune,Pune,Maharashtra,18.465219,73.881079,Under Investigation,High,IO0186,SYNTH_FIR_DB,Synthetic house-breaking / house-trespass case recorded for the Kondhwa area. Severity classification: High.
C009933,PUNE/FIR/2020/09933,FIR,Robbery,Robbery,IPC 392,2022-02-02,2022-01-21,13:23:00,PS_AUNDH,Pune,Pune,Maharashtra,18.547108,73.801353,Under Investigation,High,IO0193,SYNTH_CASE_DB,Synthetic robbery case recorded for the Aundh area. Severity classification: High.
C009934,PUNE/FIR/2019/09934,FIR,Property,Mischief causing damage,IPC 427,2023-11-25,2023-11-18,05:35:00,PS_VIMAN_NAGAR,Pune,Pune,Maharashtra,18.562034,73.907807,Closed,High,IO0315,SYNTH_FIR_DB,Synthetic mischief causing damage case recorded for the Viman Nagar area. Severity classification: High.
C009935,PUNE/FIR/2022/09935,FIR,Fraud,Cheating,IPC 420,2018-02-16,2018-02-16,13:05:00,PS_KOTHRUD,Pune,Pune,Maharashtra,18.50182,73.818122,Under Investigation,High,IO0048,SYNTH_FIR_DB,Synthetic cheating case recorded for the Kothrud area. Severity classification: High.
C009936,PUNE/FIR/2020/09936,Preliminary Inquiry,Public Order,Unlawful assembly,IPC 141,2021-10-22,2021-10-11,07:08:00,PS_BHOSARI,Pune,Pune,Maharashtra,18.624234,73.852055,Closed,Medium,IO0107,SYNTH_FIELD_REPORT,Synthetic unlawful assembly case recorded for the Bhosari area. Severity classification: Medium.
C009937,PUNE/FIR/2018/09937,FIR,Public Order,Unlawful assembly,IPC 141,2020-09-16,2020-09-05,19:15:00,PS_KATRAJ,Pune,Pune,Maharashtra,18.457081,73.866413,Pending,High,IO0333,SYNTH_CASE_DB,Synthetic unlawful assembly case recorded for the Katraj area. Severity classification: High.
C009938,PUNE/FIR/2023/09938,Complaint,Public Order,Unlawful assembly,IPC 141,2021-05-09,2021-05-04,17:59:00,PS_AUNDH,Pune,Pune,Maharashtra,18.55833,73.811143,Chargesheeted,Medium,IO0243,SYNTH_FIR_DB,Synthetic unlawful assembly case recorded for the Aundh area. Severity classification: Medium.
C009939,PUNE/FIR/2019/09939,Preliminary Inquiry,Property,Mischief causing damage,IPC 427,2022-08-30,2022-08-17,08:52:00,PS_KONDHWA,Pune,Pune,Maharashtra,18.464,73.894959,Solved,Medium,IO0246,SYNTH_CASE_DB,Synthetic mischief causing damage case recorded for the Kondhwa area. Severity classification: Medium.
C009940,PUNE/FIR/2018/09940,Preliminary Inquiry,Fraud,Cheating,IPC 420,2019-05-13,2019-05-10,08:55:00,PS_AUNDH,Pune,Pune,Maharashtra,18.567633,73.815877,Registered,High,IO0092,SYNTH_COURT_LINK,Synthetic cheating case recorded for the Aundh area. Severity classification: High.
C009941,PUNE/FIR/2024/09941,FIR,Forgery,Forgery,IPC 465,2020-02-02,2020-01-22,14:14:00,PS_PIMPRI,Pune,Pune,Maharashtra,18.634267,73.808631,Pending,Medium,IO0062,SYNTH_FIELD_REPORT,Synthetic forgery case recorded for the Pimpri area. Severity classification: Medium.
C009942,PUNE/FIR/2021/09942,FIR,Burglary,House-breaking / house-trespass,IPC 454,2022-08-30,2022-08-22,20:03:00,PS_KOTHRUD,Pune,Pune,Maharashtra,18.509805,73.808972,Under Investigation,High,IO0322,SYNTH_LEGACY_DB,Synthetic house-breaking / house-trespass case recorded for the Kothrud area. Severity classification: High.
C009943,PUNE/FIR/2024/09943,FIR,Public Order,Rioting,IPC 147,2021-11-04,2021-10-24,08:41:00,PS_BANER,Pune,Pune,Maharashtra,18.558133,73.786753,Pending,Critical,IO0318,SYNTH_FIR_DB,Synthetic rioting case recorded for the Baner area. Severity classification: Critical.
C009944,PUNE/FIR/2023/09944,FIR,Threat,Criminal intimidation,IPC 506,2020-06-18,2020-06-06,10:41:00,PS_CHINCHWAD,Pune,Pune,Maharashtra,18.62536,73.797811,Unsolved,High,IO0047,SYNTH_FIELD_REPORT,Synthetic criminal intimidation case recorded for the Chinchwad area. Severity classification: High.
C009945,PUNE/FIR/2019/09945,FIR,Public Order,Rioting,IPC 147,2018-04-16,2018-04-12,14:36:00,PS_WAKAD,Pune,Pune,Maharashtra,18.589088,73.752949,Chargesheeted,High,IO0289,SYNTH_FIR_DB,Synthetic rioting case recorded for the Wakad area. Severity classification: High.
C009946,PUNE/FIR/2022/09946,FIR,Theft,Theft in dwelling house,IPC 380,2020-01-13,2020-01-04,09:20:00,PS_VIMAN_NAGAR,Pune,Pune,Maharashtra,18.57656,73.905241,Chargesheeted,Critical,IO0006,SYNTH_CASE_DB,Synthetic theft in dwelling house case recorded for the Viman Nagar area. Severity classification: Critical.
C009947,PUNE/FIR/2023/09947,FIR,Burglary,House-breaking / house-trespass,IPC 454,2020-01-17,2020-01-10,18:27:00,PS_AUNDH,Pune,Pune,Maharashtra,18.56564,73.816486,Under Investigation,High,IO0178,SYNTH_FIELD_REPORT,Synthetic house-breaking / house-trespass case recorded for the Aundh area. Severity classification: High.
C009948,PUNE/FIR/2023/09948,FIR,Robbery,Robbery,IPC 392,2022-08-15,2022-08-03,17:20:00,PS_AUNDH,Pune,Pune,Maharashtra,18.55662,73.800288,Unsolved,High,IO0132,SYNTH_CASE_DB,Synthetic robbery case recorded for the Aundh area. Severity classification: High.
C009949,PUNE/FIR/2023/09949,FIR,Cyber Crime,Cheating by personation / cyber fraud,IPC 419/420,2022-11-06,2022-10-30,21:56:00,PS_SHIVAJINAGAR,Pune,Pune,Maharashtra,18.524081,73.845127,Solved,High,IO0256,SYNTH_CASE_DB,Synthetic cheating by personation / cyber fraud case recorded for the Shivajinagar area. Severity classification: High.
C009950,PUNE/FIR/2021/09950,FIR,Robbery,Robbery,IPC 392,2022-03-12,2022-02-28,10:35:00,PS_BHOSARI,Pune,Pune,Maharashtra,18.634426,73.840156,Chargesheeted,Critical,IO0077,SYNTH_CASE_DB,Synthetic robbery case recorded for the Bhosari area. Severity classification: Critical.
C009951,PUNE/FIR/2020/09951,FIR,Threat,Criminal intimidation,IPC 506,2020-04-02,2020-03-23,06:27:00,PS_VIMAN_NAGAR,Pune,Pune,Maharashtra,18.557989,73.921389,Unsolved,Medium,IO0018,SYNTH_CASE_DB,Synthetic criminal intimidation case recorded for the Viman Nagar area. Severity classification: Medium.
C009952,PUNE/FIR/2019/09952,Special Report,Assault,Voluntarily causing hurt,IPC 323,2021-12-18,2021-12-04,09:42:00,PS_BHOSARI,Pune,Pune,Maharashtra,18.62043,73.838406,Solved,High,IO0205,SYNTH_FIR_DB,Synthetic voluntarily causing hurt case recorded for the Bhosari area. Severity classification: High.
C009953,PUNE/FIR/2024/09953,Other,Forgery,Forgery,IPC 465,2022-07-07,2022-06-29,17:42:00,PS_CHINCHWAD,Pune,Pune,Maharashtra,18.638161,73.80608,Closed,Medium,IO0089,SYNTH_FIR_DB,Synthetic forgery case recorded for the Chinchwad area. Severity classification: Medium.
C009954,PUNE/FIR/2022/09954,FIR,Theft,Theft of property,IPC 379,2018-08-26,2018-08-25,19:54:00,PS_KONDHWA,Pune,Pune,Maharashtra,18.475943,73.891856,Closed,Medium,IO0245,SYNTH_COURT_LINK,Synthetic theft of property case recorded for the Kondhwa area. Severity classification: Medium.
C009955,PUNE/FIR/2020/09955,Special Report,Assault,Voluntarily causing hurt,IPC 323,2020-04-05,2020-03-28,11:29:00,PS_YERAWADA,Pune,Pune,Maharashtra,18.540902,73.880478,Under Investigation,Medium,IO0210,SYNTH_FIR_DB,Synthetic voluntarily causing hurt case recorded for the Yerawada area. Severity classification: Medium.
C009956,PUNE/FIR/2020/09956,Complaint,Cyber Crime,Cheating by personation / cyber fraud,IPC 419/420,2019-04-07,2019-03-28,17:48:00,PS_CHINCHWAD,Pune,Pune,Maharashtra,18.619571,73.799479,Registered,High,IO0254,SYNTH_FIR_DB,Synthetic cheating by personation / cyber fraud case recorded for the Chinchwad area. Severity classification: High.
C009957,PUNE/FIR/2018/09957,FIR,Public Order,Rioting,IPC 147,2019-10-19,2019-10-16,14:28:00,PS_YERAWADA,Pune,Pune,Maharashtra,18.536945,73.874816,Solved,High,IO0349,SYNTH_FIELD_REPORT,Synthetic rioting case recorded for the Yerawada area. Severity classification: High.
C009958,PUNE/FIR/2022/09958,FIR,Public Order,Unlawful assembly,IPC 141,2024-02-29,2024-02-18,22:01:00,PS_KONDHWA,Pune,Pune,Maharashtra,18.469068,73.885974,Solved,High,IO0321,SYNTH_CASE_DB,Synthetic unlawful assembly case recorded for the Kondhwa area. Severity classification: High.
C009959,PUNE/FIR/2020/09959,FIR,Robbery,Robbery,IPC 392,2023-08-04,2023-07-25,18:56:00,PS_AUNDH,Pune,Pune,Maharashtra,18.556029,73.802192,Under Investigation,Critical,IO0127,SYNTH_LEGACY_DB,Synthetic robbery case recorded for the Aundh area. Severity classification: Critical.
C009960,PUNE/FIR/2023/09960,FIR,Public Order,Rioting,IPC 147,2019-12-11,2019-12-01,14:59:00,PS_AUNDH,Pune,Pune,Maharashtra,18.562565,73.809032,Pending,Critical,IO0094,SYNTH_FIR_DB,Synthetic rioting case recorded for the Aundh area. Severity classification: Critical.
C009961,PUNE/FIR/2024/09961,FIR,Theft,Theft in dwelling house,IPC 380,2018-06-23,2018-06-10,22:49:00,PS_DHANKAWADI,Pune,Pune,Maharashtra,18.468589,73.842628,Solved,High,IO0091,SYNTH_COURT_LINK,Synthetic theft in dwelling house case recorded for the Dhankawadi area. Severity classification: High.
C009962,PUNE/FIR/2018/09962,Preliminary Inquiry,Forgery,Using forged document,IPC 471,2018-09-23,2018-09-21,09:29:00,PS_SWARGATE,Pune,Pune,Maharashtra,18.509016,73.86775,Unsolved,Critical,IO0264,SYNTH_FIR_DB,Synthetic using forged document case recorded for the Swargate area. Severity classification: Critical.
C009963,PUNE/FIR/2020/09963,Other,Fraud,Criminal breach of trust,IPC 406,2022-04-14,2022-04-03,21:37:00,PS_YERAWADA,Pune,Pune,Maharashtra,18.548275,73.873818,Closed,Medium,IO0133,SYNTH_CASE_DB,Synthetic criminal breach of trust case recorded for the Yerawada area. Severity classification: Medium.
C009964,PUNE/FIR/2019/09964,FIR,Assault,Voluntarily causing hurt,IPC 323,2024-03-18,2024-03-05,23:33:00,PS_CHINCHWAD,Pune,Pune,Maharashtra,18.619159,73.787803,Pending,Medium,IO0142,SYNTH_CASE_DB,Synthetic voluntarily causing hurt case recorded for the Chinchwad area. Severity classification: Medium.
C009965,PUNE/FIR/2021/09965,Complaint,Threat,Criminal intimidation,IPC 506,2023-08-03,2023-07-26,17:11:00,PS_PIMPRI,Pune,Pune,Maharashtra,18.635565,73.80346,Chargesheeted,Medium,IO0280,SYNTH_CASE_DB,Synthetic criminal intimidation case recorded for the Pimpri area. Severity classification: Medium.
C009966,PUNE/FIR/2020/09966,FIR,Narcotics,Possession-related offence,IPC 272/273,2023-11-19,2023-11-15,13:30:00,PS_VISHRANTWADI,Pune,Pune,Maharashtra,18.560549,73.885192,Under Investigation,Critical,IO0209,SYNTH_FIR_DB,Synthetic possession-related offence case recorded for the Vishrantwadi area. Severity classification: Critical.
C009967,PUNE/FIR/2024/09967,FIR,Burglary,House-breaking / house-trespass,IPC 454,2019-11-12,2019-11-11,21:51:00,PS_PIMPRI,Pune,Pune,Maharashtra,18.632854,73.797676,Pending,High,IO0022,SYNTH_CASE_DB,Synthetic house-breaking / house-trespass case recorded for the Pimpri area. Severity classification: High.
C009968,PUNE/FIR/2023/09968,FIR,Robbery,Robbery,IPC 392,2022-04-28,2022-04-18,17:02:00,PS_KOTHRUD,Pune,Pune,Maharashtra,18.510886,73.796162,Chargesheeted,High,IO0093,SYNTH_FIELD_REPORT,Synthetic robbery case recorded for the Kothrud area. Severity classification: High.
C009969,PUNE/FIR/2024/09969,FIR,Assault,Voluntarily causing hurt,IPC 323,2024-02-27,2024-02-16,10:25:00,PS_BANER,Pune,Pune,Maharashtra,18.557959,73.779777,Solved,Medium,IO0030,SYNTH_COURT_LINK,Synthetic voluntarily causing hurt case recorded for the Baner area. Severity classification: Medium.
C009970,PUNE/FIR/2019/09970,FIR,Robbery,Robbery,IPC 392,2023-10-20,2023-10-06,14:54:00,PS_KATRAJ,Pune,Pune,Maharashtra,18.461403,73.865039,Closed,High,IO0165,SYNTH_FIR_DB,Synthetic robbery case recorded for the Katraj area. Severity classification: High.
C009971,PUNE/FIR/2023/09971,Preliminary Inquiry,Burglary,House-breaking / house-trespass,IPC 454,2019-02-19,2019-02-10,12:48:00,PS_WAKAD,Pune,Pune,Maharashtra,18.605157,73.757571,Under Investigation,High,IO0304,SYNTH_CASE_DB,Synthetic house-breaking / house-trespass case recorded for the Wakad area. Severity classification: High.
C009972,PUNE/FIR/2019/09972,FIR,Theft,Theft in dwelling house,IPC 380,2022-04-05,2022-03-31,13:00:00,PS_AUNDH,Pune,Pune,Maharashtra,18.566945,73.799211,Solved,High,IO0315,SYNTH_COURT_LINK,Synthetic theft in dwelling house case recorded for the Aundh area. Severity classification: High.
C009973,PUNE/FIR/2023/09973,FIR,Threat,Criminal intimidation,IPC 506,2021-03-16,2021-03-06,11:41:00,PS_SHIVAJINAGAR,Pune,Pune,Maharashtra,18.534482,73.8482,Chargesheeted,Medium,IO0205,SYNTH_FIR_DB,Synthetic criminal intimidation case recorded for the Shivajinagar area. Severity classification: Medium.
C009974,PUNE/FIR/2022/09974,Special Report,Cyber Crime,Cheating by personation / cyber fraud,IPC 419/420,2022-02-28,2022-02-28,08:23:00,PS_HADAPSAR,Pune,Pune,Maharashtra,18.515979,73.933516,Under Investigation,High,IO0228,SYNTH_FIR_DB,Synthetic cheating by personation / cyber fraud case recorded for the Hadapsar area. Severity classification: High.
C009975,PUNE/FIR/2019/09975,FIR,Theft,Theft of property,IPC 379,2021-09-05,2021-08-31,02:33:00,PS_KATRAJ,Pune,Pune,Maharashtra,18.446418,73.868171,Unsolved,Medium,IO0199,SYNTH_CASE_DB,Synthetic theft of property case recorded for the Katraj area. Severity classification: Medium.
C009976,PUNE/FIR/2022/09976,FIR,Public Order,Rioting,IPC 147,2018-05-23,2018-05-09,05:17:00,PS_KATRAJ,Pune,Pune,Maharashtra,18.445267,73.874759,Under Investigation,High,IO0128,SYNTH_COURT_LINK,Synthetic rioting case recorded for the Katraj area. Severity classification: High.
C009977,PUNE/FIR/2018/09977,FIR,Theft,Theft in dwelling house,IPC 380,2022-06-04,2022-05-21,20:34:00,PS_SWARGATE,Pune,Pune,Maharashtra,18.493164,73.859755,Pending,Critical,IO0212,SYNTH_CASE_DB,Synthetic theft in dwelling house case recorded for the Swargate area. Severity classification: Critical.
C009978,PUNE/FIR/2022/09978,FIR,Fraud,Cheating,IPC 420,2019-12-08,2019-11-27,18:23:00,PS_HADAPSAR,Pune,Pune,Maharashtra,18.501979,73.934039,Registered,Critical,IO0176,SYNTH_FIR_DB,Synthetic cheating case recorded for the Hadapsar area. Severity classification: Critical.
C009979,PUNE/FIR/2019/09979,Other,Public Order,Unlawful assembly,IPC 141,2019-08-05,2019-07-27,13:06:00,PS_HADAPSAR,Pune,Pune,Maharashtra,18.519747,73.91714,Pending,High,IO0146,SYNTH_FIELD_REPORT,Synthetic unlawful assembly case recorded for the Hadapsar area. Severity classification: High.
C009980,PUNE/FIR/2022/09980,Other,Fraud,Cheating,IPC 420,2023-03-31,2023-03-21,12:22:00,PS_KATRAJ,Pune,Pune,Maharashtra,18.464702,73.868774,Chargesheeted,High,IO0009,SYNTH_CASE_DB,Synthetic cheating case recorded for the Katraj area. Severity classification: High.
C009981,PUNE/FIR/2022/09981,FIR,Burglary,House-breaking / house-trespass,IPC 454,2019-02-12,2019-02-10,20:40:00,PS_YERAWADA,Pune,Pune,Maharashtra,18.546398,73.869811,Pending,High,IO0299,SYNTH_CASE_DB,Synthetic house-breaking / house-trespass case recorded for the Yerawada area. Severity classification: High.
C009982,PUNE/FIR/2023/09982,FIR,Burglary,House-breaking / house-trespass,IPC 454,2021-01-27,2021-01-24,11:59:00,PS_CHINCHWAD,Pune,Pune,Maharashtra,18.625191,73.802335,Pending,High,IO0025,SYNTH_FIR_DB,Synthetic house-breaking / house-trespass case recorded for the Chinchwad area. Severity classification: High.
C009983,PUNE/FIR/2020/09983,FIR,Robbery,Robbery,IPC 392,2021-07-24,2021-07-18,13:25:00,PS_YERAWADA,Pune,Pune,Maharashtra,18.545889,73.878197,Solved,Critical,IO0289,SYNTH_CASE_DB,Synthetic robbery case recorded for the Yerawada area. Severity classification: Critical.
C009984,PUNE/FIR/2022/09984,Complaint,Theft,Theft of property,IPC 379,2021-09-06,2021-09-05,12:06:00,PS_CHINCHWAD,Pune,Pune,Maharashtra,18.640047,73.796406,Closed,Medium,IO0264,SYNTH_CASE_DB,Synthetic theft of property case recorded for the Chinchwad area. Severity classification: Medium.
C009985,PUNE/FIR/2020/09985,FIR,Theft,Theft of property,IPC 379,2020-05-24,2020-05-21,01:19:00,PS_YERAWADA,Pune,Pune,Maharashtra,18.544814,73.881622,Unsolved,Medium,IO0145,SYNTH_CASE_DB,Synthetic theft of property case recorded for the Yerawada area. Severity classification: Medium.
C009986,PUNE/FIR/2024/09986,Preliminary Inquiry,Robbery,Robbery,IPC 392,2023-09-17,2023-09-03,16:00:00,PS_VISHRANTWADI,Pune,Pune,Maharashtra,18.569517,73.876364,Under Investigation,High,IO0324,SYNTH_CASE_DB,Synthetic robbery case recorded for the Vishrantwadi area. Severity classification: High.
